date.time,unit,value
10/23/20 8:43:01 AM,C,-3.986
10/23/20 12:43:01 PM,C,-1.968
10/23/20 4:43:01 PM,C,-3.481
10/23/20 8:43:01 PM,C,-4.49
10/24/20 12:43:01 AM,C,-6.51
10/24/20 4:43:01 AM,C,-7.015
10/24/20 8:43:01 AM,C,-7.015
10/24/20 12:43:01 PM,C,-2.977
10/24/20 4:43:01 PM,C,-2.472
10/24/20 8:43:01 PM,C,-4.995
10/25/20 12:43:01 AM,C,-4.49
10/25/20 4:43:01 AM,C,-4.995
10/25/20 8:43:01 AM,C,-5.5
10/25/20 12:43:01 PM,C,-2.977
10/25/20 4:43:01 PM,C,-3.986
10/25/20 8:43:01 PM,C,-6.005
10/26/20 12:43:01 AM,C,-6.005
10/26/20 4:43:01 AM,C,-6.51
10/26/20 8:43:01 AM,C,-8.025
10/26/20 12:43:01 PM,C,-2.977
10/26/20 4:43:01 PM,C,-3.986
10/26/20 8:43:01 PM,C,-8.025
10/27/20 12:43:01 AM,C,-9.035
10/27/20 4:43:01 AM,C,-9.541
10/27/20 8:43:01 AM,C,-9.035
10/27/20 12:43:01 PM,C,-1.968
10/27/20 4:43:01 PM,C,-0.96
10/27/20 8:43:01 PM,C,-0.456
10/28/20 12:43:01 AM,C,0.552
10/28/20 4:43:01 AM,C,0.048
10/28/20 8:43:01 AM,C,1.056
10/28/20 12:43:01 PM,C,3.574
10/28/20 4:43:01 PM,C,0.552
10/28/20 8:43:01 PM,C,-0.96
10/29/20 12:43:01 AM,C,-1.968
10/29/20 4:43:01 AM,C,-6.005
10/29/20 8:43:01 AM,C,-7.015
10/29/20 12:43:01 PM,C,-2.472
10/29/20 4:43:01 PM,C,-0.96
10/29/20 8:43:01 PM,C,-1.464
10/30/20 12:43:01 AM,C,-1.464
10/30/20 4:43:01 AM,C,-1.968
10/30/20 8:43:01 AM,C,-0.96
10/30/20 12:43:01 PM,C,3.07
10/30/20 4:43:01 PM,C,4.077
10/30/20 8:43:01 PM,C,1.56
10/31/20 12:43:01 AM,C,1.56
10/31/20 4:43:01 AM,C,2.063
10/31/20 8:43:01 AM,C,2.567
10/31/20 12:43:01 PM,C,4.581
10/31/20 4:43:01 PM,C,2.063
10/31/20 8:43:01 PM,C,-2.472
11/1/20 12:43:01 AM,C,-3.986
11/1/20 3:43:01 AM,C,-5.5
11/1/20 7:43:01 AM,C,-7.015
11/1/20 11:43:01 AM,C,-2.472
11/1/20 3:43:01 PM,C,-0.96
11/1/20 7:43:01 PM,C,-2.472
11/1/20 11:43:01 PM,C,-0.456
11/2/20 3:43:01 AM,C,0.048
11/2/20 7:43:01 AM,C,0.552
11/2/20 11:43:01 AM,C,9.609
11/2/20 3:43:01 PM,C,9.609
11/2/20 7:43:01 PM,C,6.09
11/2/20 11:43:01 PM,C,9.107
11/3/20 3:43:01 AM,C,9.609
11/3/20 7:43:01 AM,C,7.599
11/3/20 11:43:01 AM,C,15.633
11/3/20 3:43:01 PM,C,17.639
11/3/20 7:43:01 PM,C,12.121
11/3/20 11:43:01 PM,C,9.609
11/4/20 3:43:01 AM,C,6.593
11/4/20 7:43:01 AM,C,4.581
11/4/20 11:43:01 AM,C,18.641
11/4/20 3:43:01 PM,C,18.641
11/4/20 7:43:01 PM,C,16.135
11/4/20 11:43:01 PM,C,13.626
11/5/20 3:43:01 AM,C,7.599
11/5/20 7:43:01 AM,C,2.063
11/5/20 11:43:01 AM,C,12.623
11/5/20 3:43:01 PM,C,13.125
11/5/20 7:43:01 PM,C,12.623
11/5/20 11:43:01 PM,C,13.626
11/6/20 3:43:01 AM,C,12.623
11/6/20 7:43:01 AM,C,6.593
11/6/20 11:43:01 AM,C,17.137
11/6/20 3:43:01 PM,C,16.636
11/6/20 7:43:01 PM,C,9.107
11/6/20 11:43:01 PM,C,5.587
11/7/20 3:43:01 AM,C,4.077
11/7/20 7:43:01 AM,C,3.07
11/7/20 11:43:01 AM,C,8.101
11/7/20 3:43:01 PM,C,14.128
11/7/20 7:43:01 PM,C,12.623
11/7/20 11:43:01 PM,C,15.633
11/8/20 3:43:01 AM,C,14.63
11/8/20 7:43:01 AM,C,12.623
11/8/20 11:43:01 AM,C,19.142
11/8/20 3:43:01 PM,C,19.142
11/8/20 7:43:01 PM,C,14.63
11/8/20 11:43:01 PM,C,8.101
11/9/20 3:43:01 AM,C,3.574
11/9/20 7:43:01 AM,C,0.048
11/9/20 11:43:01 AM,C,-2.472
11/9/20 3:43:01 PM,C,-2.472
11/9/20 7:43:01 PM,C,-4.995
11/9/20 11:43:01 PM,C,-7.015
11/10/20 3:43:01 AM,C,-7.52
11/10/20 7:43:01 AM,C,-8.53
11/10/20 11:43:01 AM,C,-3.481
11/10/20 3:43:01 PM,C,-2.977
11/10/20 7:43:01 PM,C,-4.49
11/10/20 11:43:01 PM,C,-4.995
11/11/20 3:43:01 AM,C,-7.52
11/11/20 7:43:01 AM,C,-8.025
11/11/20 11:43:01 AM,C,-0.96
11/11/20 3:43:01 PM,C,1.56
11/11/20 7:43:01 PM,C,2.063
11/11/20 11:43:01 PM,C,-2.472
11/12/20 3:43:01 AM,C,-5.5
11/12/20 7:43:01 AM,C,-6.51
11/12/20 11:43:01 AM,C,-5.5
11/12/20 3:43:01 PM,C,-6.005
11/12/20 7:43:01 PM,C,-7.015
11/12/20 11:43:01 PM,C,-9.035
11/13/20 3:43:01 AM,C,-11.563
11/13/20 7:43:01 AM,C,-9.541
11/13/20 11:43:01 AM,C,-0.456
11/13/20 3:43:01 PM,C,1.56
11/13/20 7:43:01 PM,C,-1.968
11/13/20 11:43:01 PM,C,-2.472
11/14/20 3:43:01 AM,C,-1.968
11/14/20 7:43:01 AM,C,-0.96
11/14/20 11:43:01 AM,C,2.063
11/14/20 3:43:01 PM,C,1.56
11/14/20 7:43:01 PM,C,0.048
11/14/20 11:43:01 PM,C,0.552
11/15/20 3:43:01 AM,C,-1.968
11/15/20 7:43:01 AM,C,-3.481
11/15/20 11:43:01 AM,C,-5.5
11/15/20 3:43:01 PM,C,-6.005
11/15/20 7:43:01 PM,C,-7.015
11/15/20 11:43:01 PM,C,-7.52
11/16/20 3:43:01 AM,C,-9.541
11/16/20 7:43:01 AM,C,-6.51
11/16/20 11:43:01 AM,C,-3.481
11/16/20 3:43:01 PM,C,-4.995
11/16/20 7:43:01 PM,C,-8.53
11/16/20 11:43:01 PM,C,-10.046
11/17/20 3:43:01 AM,C,-9.035
11/17/20 7:43:01 AM,C,-7.015
11/17/20 11:43:01 AM,C,-1.968
11/17/20 3:43:01 PM,C,-0.96
11/17/20 7:43:01 PM,C,-1.464
11/17/20 11:43:01 PM,C,-2.977
11/18/20 3:43:01 AM,C,-1.968
11/18/20 7:43:01 AM,C,-0.96
11/18/20 11:43:01 AM,C,2.567
11/18/20 3:43:01 PM,C,3.574
11/18/20 7:43:01 PM,C,1.56
11/18/20 11:43:01 PM,C,4.077
11/19/20 3:43:01 AM,C,1.56
11/19/20 7:43:01 AM,C,3.07
11/19/20 11:43:01 AM,C,3.574
11/19/20 3:43:01 PM,C,0.552
11/19/20 7:43:01 PM,C,-1.464
11/19/20 11:43:01 PM,C,-1.968
11/20/20 3:43:01 AM,C,-0.96
11/20/20 7:43:01 AM,C,-2.472
11/20/20 11:43:01 AM,C,-2.472
